"FP","JAN","JAN V555 SQS V11 HLI","JAN.V555.SQS.V11.HLI"
"FP","JAN","JAN TUL","JAN..TUL"
"FP","JAN","JAN SAT","JAN..SAT"
"FP","JAN260020","JAN TXK DFW","JAN260020..TXK..DFW"
"FP","JAN","DFW ./. MLU270040 JAN MEI J4 ATL","DFW./.MLU270040..JAN..MEI.J4.ATL"
"FP","JAN","MSY ./. MCB180027 MCB V9 JAN V245 IGB STF","MSY./.MCB180027..MCB.V9.JAN.V245.IGB..STF"
